date,store_id,sku_id,qty_sold,stock_on_hand
2025-01-01,store_25,sku_426,7,84
2025-01-01,store_33,sku_1724,4,17
2025-01-01,store_26,sku_1762,4,85
2025-01-01,store_23,sku_596,1,98
2025-01-01,store_34,sku_1849,8,88
2025-01-01,store_24,sku_1368,6,53
2025-01-01,store_33,sku_1289,8,68
2025-01-01,store_19,sku_1020,5,77
2025-01-01,store_3,sku_535,7,24
2025-01-01,store_13,sku_999,2,48
2025-01-01,store_31,sku_854,6,16
2025-01-01,store_6,sku_581,5,65
2025-01-01,store_17,sku_1106,1,57
2025-01-01,store_46,sku_709,4,75
2025-01-01,store_37,sku_1126,0,87
2025-01-01,store_27,sku_1585,6,21
2025-01-01,store_14,sku_109,2,15
2025-01-01,store_5,sku_1403,10,84
2025-01-01,store_19,sku_1413,8,65
2025-01-01,store_13,sku_1120,4,40
2025-01-01,store_35,sku_241,3,77
2025-01-01,store_18,sku_1136,0,19
2025-01-01,store_0,sku_400,4,69
2025-01-01,store_16,sku_1381,3,9
2025-01-01,store_2,sku_1009,3,40
2025-01-01,store_9,sku_1814,3,54
2025-01-01,store_34,sku_1057,0,19
2025-01-01,store_13,sku_619,5,50
2025-01-01,store_23,sku_691,6,38
2025-01-01,store_44,sku_305,0,49
2025-01-01,store_18,sku_558,1,44
2025-01-01,store_20,sku_922,7,56
2025-01-01,store_23,sku_701,8,44
2025-01-01,store_0,sku_211,10,43
2025-01-01,store_27,sku_1822,0,44
2025-01-01,store_40,sku_13,6,33
2025-01-01,store_29,sku_1554,7,98
2025-01-01,store_46,sku_721,5,35
2025-01-01,store_1,sku_1307,0,60
2025-01-01,store_40,sku_220,8,96
2025-01-01,store_21,sku_84,4,64
2025-01-01,store_21,sku_16,3,22
2025-01-01,store_28,sku_762,10,78
2025-01-01,store_1,sku_1783,4,65
2025-01-01,store_31,sku_584,6,53
2025-01-01,store_6,sku_1011,6,81
2025-01-01,store_34,sku_673,5,29
2025-01-01,store_3,sku_1175,6,84
2025-01-01,store_22,sku_540,6,37
2025-01-01,store_5,sku_738,7,22
2025-01-01,store_20,sku_5,6,5
2025-01-01,store_16,sku_177,7,68
2025-01-01,store_6,sku_300,6,11
2025-01-01,store_38,sku_93,5,63
2025-01-01,store_45,sku_1639,2,54
2025-01-01,store_22,sku_1687,4,95
2025-01-01,store_14,sku_50,4,63
2025-01-01,store_49,sku_727,8,14
2025-01-01,store_18,sku_777,4,78
2025-01-01,store_44,sku_1164,5,12
2025-01-01,store_9,sku_608,5,63
2025-01-01,store_44,sku_1095,2,89
2025-01-01,store_13,sku_385,8,85
2025-01-01,store_9,sku_1678,3,94
2025-01-01,store_23,sku_539,4,82
2025-01-01,store_29,sku_142,4,63
2025-01-01,store_44,sku_142,5,34
2025-01-01,store_15,sku_909,3,8
2025-01-01,store_16,sku_39,5,6
2025-01-01,store_2,sku_303,4,66
2025-01-01,store_13,sku_382,4,17
2025-01-01,store_6,sku_1524,6,86
2025-01-01,store_41,sku_642,4,54
2025-01-01,store_34,sku_438,6,77
2025-01-01,store_9,sku_807,4,43
2025-01-01,store_41,sku_1076,8,9
2025-01-01,store_12,sku_183,4,87
2025-01-01,store_43,sku_1756,2,65
2025-01-01,store_29,sku_752,8,47
2025-01-01,store_4,sku_1666,11,41
2025-01-01,store_19,sku_1325,4,53
2025-01-01,store_3,sku_693,4,79
2025-01-01,store_12,sku_839,5,5
2025-01-01,store_40,sku_791,6,11
2025-01-01,store_35,sku_1620,2,16
2025-01-01,store_30,sku_219,5,89
2025-01-01,store_49,sku_1125,8,50
2025-01-01,store_48,sku_1230,7,13
2025-01-01,store_0,sku_1768,6,57
2025-01-01,store_23,sku_886,4,54
2025-01-01,store_7,sku_1104,7,16
2025-01-01,store_27,sku_1070,3,38
2025-01-01,store_20,sku_539,1,79
2025-01-01,store_17,sku_1464,4,95
2025-01-01,store_40,sku_1317,5,7
2025-01-01,store_21,sku_844,7,70
2025-01-01,store_15,sku_1957,6,48
2025-01-01,store_0,sku_245,3,85
2025-01-01,store_36,sku_1388,2,45
2025-01-01,store_32,sku_768,4,50
2025-01-01,store_39,sku_817,0,92
2025-01-01,store_48,sku_619,2,36
2025-01-01,store_45,sku_1122,6,35
2025-01-01,store_13,sku_1908,6,85
2025-01-01,store_5,sku_443,7,81
2025-01-01,store_13,sku_352,2,28
2025-01-01,store_43,sku_1128,1,88
2025-01-01,store_49,sku_1967,2,55
2025-01-01,store_2,sku_481,4,29
2025-01-01,store_42,sku_1004,3,43
2025-01-01,store_48,sku_1179,4,93
2025-01-01,store_44,sku_626,5,42
2025-01-01,store_41,sku_1224,2,66
2025-01-01,store_29,sku_1850,5,71
2025-01-01,store_28,sku_1616,11,14
2025-01-01,store_25,sku_1034,6,32
2025-01-01,store_29,sku_677,7,56
2025-01-01,store_6,sku_1660,4,73
2025-01-01,store_8,sku_1478,10,69
2025-01-01,store_46,sku_1344,4,46
2025-01-01,store_7,sku_1776,3,98
2025-01-01,store_21,sku_262,5,94
2025-01-01,store_7,sku_165,4,88
2025-01-01,store_30,sku_1867,2,93
2025-01-01,store_14,sku_278,5,86
2025-01-01,store_2,sku_618,2,83
2025-01-01,store_8,sku_1457,6,17
2025-01-01,store_42,sku_405,8,71
2025-01-01,store_20,sku_1163,4,74
2025-01-01,store_49,sku_418,8,66
2025-01-01,store_44,sku_733,4,87
2025-01-01,store_25,sku_170,4,77
2025-01-01,store_21,sku_1565,7,35
2025-01-01,store_2,sku_1548,6,66
2025-01-01,store_1,sku_1553,6,46
2025-01-01,store_36,sku_1996,2,36
2025-01-01,store_21,sku_1845,7,5
2025-01-01,store_25,sku_595,4,17
2025-01-01,store_7,sku_696,2,46
2025-01-01,store_35,sku_337,2,45
2025-01-01,store_33,sku_999,8,25
2025-01-01,store_14,sku_1252,8,39
2025-01-01,store_28,sku_284,5,15
2025-01-01,store_26,sku_1043,6,28
2025-01-01,store_28,sku_160,8,43
2025-01-01,store_21,sku_578,3,13
2025-01-01,store_19,sku_1388,2,89
2025-01-01,store_11,sku_1416,8,11
2025-01-01,store_13,sku_687,7,11
2025-01-01,store_3,sku_864,6,36
2025-01-01,store_44,sku_735,3,17
2025-01-01,store_26,sku_1940,8,64
2025-01-01,store_42,sku_1266,8,93
2025-01-01,store_5,sku_739,8,6
2025-01-01,store_28,sku_1384,6,66
2025-01-01,store_23,sku_188,10,36
2025-01-01,store_0,sku_1720,6,76
2025-01-01,store_8,sku_339,10,18
2025-01-01,store_14,sku_432,4,92
2025-01-01,store_11,sku_1229,3,24
2025-01-01,store_23,sku_1235,8,56
2025-01-01,store_1,sku_1736,3,71
2025-01-01,store_2,sku_1350,4,81
2025-01-01,store_20,sku_1587,11,23
2025-01-01,store_46,sku_689,9,49
2025-01-01,store_8,sku_860,7,56
2025-01-01,store_47,sku_1831,2,70
2025-01-01,store_38,sku_1508,1,42
2025-01-01,store_19,sku_594,6,29
2025-01-01,store_6,sku_772,6,87
2025-01-01,store_26,sku_1542,4,24
2025-01-01,store_37,sku_1941,1,58
2025-01-01,store_26,sku_492,4,96
2025-01-01,store_14,sku_1236,0,50
2025-01-01,store_5,sku_1395,0,83
2025-01-01,store_30,sku_238,6,51
2025-01-01,store_10,sku_323,8,65
2025-01-01,store_39,sku_948,3,27
2025-01-01,store_5,sku_692,5,88
2025-01-01,store_6,sku_282,2,37
2025-01-01,store_0,sku_1813,4,32
2025-01-01,store_34,sku_1968,6,47
2025-01-01,store_2,sku_350,7,84
2025-01-01,store_35,sku_1269,1,75
2025-01-01,store_25,sku_661,6,20
2025-01-01,store_8,sku_1596,8,53
2025-01-01,store_40,sku_1815,2,43
2025-01-01,store_14,sku_1867,5,49
2025-01-01,store_42,sku_365,13,63
2025-01-01,store_49,sku_876,6,17
2025-01-01,store_17,sku_701,5,70
2025-01-01,store_42,sku_1227,2,78
2025-01-01,store_31,sku_547,5,97
2025-01-01,store_13,sku_1708,4,32
2025-01-01,store_47,sku_275,4,50
2025-01-01,store_28,sku_34,4,80
2025-01-01,store_0,sku_1322,6,70
2025-01-01,store_27,sku_153,1,76
2025-01-01,store_14,sku_1466,5,9
2025-01-01,store_45,sku_1393,4,40
2025-01-01,store_38,sku_108,5,29
2025-01-01,store_30,sku_1467,8,76
2025-01-01,store_40,sku_691,5,77
2025-01-01,store_2,sku_169,7,86
2025-01-01,store_34,sku_124,0,63
2025-01-01,store_29,sku_1131,5,67
2025-01-01,store_18,sku_881,5,93
2025-01-01,store_11,sku_1473,3,75
2025-01-01,store_41,sku_364,3,79
2025-01-01,store_9,sku_1451,5,81
2025-01-01,store_22,sku_227,5,35
2025-01-01,store_17,sku_1061,4,97
2025-01-01,store_46,sku_1087,0,40
2025-01-01,store_43,sku_1214,6,66
2025-01-01,store_32,sku_84,4,85
2025-01-01,store_49,sku_1322,7,90
2025-01-01,store_26,sku_4,7,65
2025-01-01,store_0,sku_761,0,17
2025-01-01,store_30,sku_1516,5,46
2025-01-01,store_12,sku_234,3,11
2025-01-01,store_48,sku_1795,9,45
2025-01-01,store_21,sku_1694,3,87
2025-01-01,store_0,sku_233,4,44
2025-01-01,store_42,sku_1275,1,38
2025-01-01,store_31,sku_366,6,83
2025-01-01,store_14,sku_1189,5,49
2025-01-01,store_38,sku_636,2,75
2025-01-01,store_37,sku_717,1,88
2025-01-01,store_7,sku_1411,0,62
2025-01-01,store_41,sku_1376,6,57
2025-01-01,store_49,sku_885,5,56
2025-01-01,store_31,sku_788,3,19
2025-01-01,store_7,sku_1435,7,39
2025-01-01,store_16,sku_1025,2,43
2025-01-01,store_8,sku_996,5,11
2025-01-01,store_38,sku_1733,4,19
2025-01-01,store_4,sku_1220,7,16
2025-01-01,store_20,sku_1215,6,10
2025-01-01,store_37,sku_1,9,43
2025-01-01,store_3,sku_1544,6,98
2025-01-01,store_37,sku_1039,6,48
2025-01-01,store_49,sku_1642,6,25
2025-01-01,store_33,sku_874,9,72
2025-01-01,store_31,sku_1903,3,16
2025-01-01,store_26,sku_1769,6,47
2025-01-01,store_5,sku_1240,4,51
2025-01-01,store_33,sku_617,8,24
2025-01-01,store_16,sku_1015,5,71
2025-01-01,store_5,sku_1499,5,13
2025-01-01,store_0,sku_255,2,52
2025-01-01,store_6,sku_730,5,91
2025-01-01,store_37,sku_198,7,11
2025-01-01,store_23,sku_367,6,17
2025-01-01,store_20,sku_1844,6,59
2025-01-01,store_29,sku_1814,4,77
2025-01-01,store_46,sku_247,7,10
2025-01-01,store_21,sku_1898,4,91
2025-01-01,store_1,sku_676,8,55
2025-01-01,store_30,sku_24,0,94
2025-01-01,store_34,sku_406,6,87
2025-01-01,store_43,sku_1560,1,79
2025-01-01,store_0,sku_807,8,41
2025-01-01,store_12,sku_1017,7,75
2025-01-01,store_9,sku_1308,4,37
2025-01-01,store_15,sku_1969,8,64
2025-01-01,store_42,sku_1678,3,87
2025-01-01,store_40,sku_712,2,9
2025-01-01,store_9,sku_1532,2,72
2025-01-01,store_45,sku_20,5,61
2025-01-01,store_45,sku_1955,3,11
2025-01-01,store_37,sku_118,4,62
2025-01-01,store_37,sku_1153,7,47
2025-01-01,store_45,sku_157,1,72
2025-01-01,store_34,sku_1749,6,34
2025-01-01,store_20,sku_351,4,80
2025-01-01,store_14,sku_1061,0,78
2025-01-01,store_41,sku_222,4,42
2025-01-01,store_36,sku_1938,4,40
2025-01-01,store_40,sku_1009,6,86
2025-01-01,store_22,sku_664,4,7
2025-01-01,store_6,sku_1650,2,30
2025-01-01,store_46,sku_725,3,93
2025-01-01,store_24,sku_1358,3,61
2025-01-01,store_4,sku_1888,4,29
2025-01-01,store_42,sku_1699,6,34
2025-01-01,store_22,sku_1242,7,25
2025-01-01,store_43,sku_1314,4,48
2025-01-01,store_46,sku_804,6,54
2025-01-01,store_11,sku_327,7,97
2025-01-01,store_38,sku_1118,7,9
2025-01-01,store_24,sku_573,7,94
2025-01-01,store_7,sku_479,4,25
2025-01-01,store_8,sku_157,3,39
2025-01-01,store_12,sku_1884,9,13
2025-01-01,store_1,sku_1267,3,57
2025-01-01,store_48,sku_1003,3,76
2025-01-01,store_38,sku_1104,8,9
2025-01-01,store_40,sku_1966,9,87
2025-01-01,store_5,sku_274,4,67
2025-01-01,store_29,sku_271,3,8
2025-01-01,store_20,sku_691,2,48
2025-01-01,store_21,sku_1872,8,83
2025-01-01,store_4,sku_42,7,79
2025-01-01,store_10,sku_1487,1,63
2025-01-01,store_38,sku_1717,5,55
2025-01-01,store_6,sku_1998,3,54
2025-01-01,store_29,sku_1128,1,6
2025-01-01,store_2,sku_1730,4,12
2025-01-01,store_19,sku_249,1,15
2025-01-01,store_28,sku_295,8,59
2025-01-01,store_43,sku_550,10,42
2025-01-01,store_26,sku_1959,5,88
2025-01-01,store_22,sku_922,8,98
2025-01-01,store_18,sku_987,10,45
2025-01-01,store_32,sku_26,0,61
2025-01-01,store_10,sku_47,6,33
2025-01-01,store_17,sku_1648,5,14
2025-01-01,store_48,sku_902,9,37
2025-01-01,store_41,sku_156,0,82
2025-01-01,store_40,sku_1725,4,34
2025-01-01,store_34,sku_720,7,27
2025-01-01,store_45,sku_362,5,85
2025-01-01,store_45,sku_1414,5,11
2025-01-01,store_3,sku_1576,3,60
2025-01-01,store_35,sku_1884,4,14
2025-01-01,store_40,sku_1049,4,11
2025-01-01,store_44,sku_1777,4,9
2025-01-01,store_18,sku_1185,5,18
2025-01-01,store_12,sku_393,2,38
2025-01-01,store_25,sku_996,10,73
2025-01-01,store_22,sku_26,1,84
2025-01-01,store_23,sku_752,7,25
2025-01-01,store_36,sku_401,3,98
2025-01-01,store_15,sku_1767,6,95
2025-01-01,store_45,sku_1857,7,47
2025-01-01,store_37,sku_1391,7,73
2025-01-01,store_36,sku_531,0,15
2025-01-01,store_28,sku_797,5,12
2025-01-01,store_48,sku_1505,2,73
2025-01-01,store_28,sku_1079,5,5
2025-01-01,store_23,sku_993,6,43
2025-01-01,store_11,sku_1519,3,9
2025-01-01,store_5,sku_507,1,13
2025-01-01,store_33,sku_554,6,22
2025-01-01,store_5,sku_360,6,19
2025-01-01,store_22,sku_453,6,30
2025-01-01,store_30,sku_1007,4,32
2025-01-01,store_38,sku_1180,7,27
2025-01-01,store_44,sku_868,6,45
2025-01-01,store_30,sku_45,2,21
2025-01-01,store_14,sku_1559,4,30
2025-01-01,store_25,sku_1922,3,81
2025-01-01,store_47,sku_1552,5,92
2025-01-01,store_31,sku_628,8,31
2025-01-01,store_22,sku_638,6,78
2025-01-01,store_8,sku_316,11,19
2025-01-01,store_41,sku_1710,7,17
2025-01-01,store_45,sku_309,4,95
2025-01-01,store_31,sku_1548,4,79
2025-01-01,store_36,sku_1158,8,88
2025-01-01,store_49,sku_378,7,72
2025-01-01,store_33,sku_451,3,87
2025-01-01,store_48,sku_134,5,17
2025-01-01,store_23,sku_1611,5,48
2025-01-01,store_20,sku_1061,2,35
2025-01-01,store_2,sku_28,7,12
2025-01-01,store_31,sku_755,8,52
2025-01-01,store_29,sku_1293,4,14
2025-01-01,store_10,sku_1599,6,66
2025-01-01,store_37,sku_475,2,82
2025-01-01,store_18,sku_608,6,80
2025-01-01,store_34,sku_1180,7,5
2025-01-01,store_30,sku_406,6,42
2025-01-01,store_2,sku_1913,7,60
2025-01-01,store_33,sku_17,7,62
2025-01-01,store_15,sku_830,2,14
2025-01-01,store_38,sku_280,5,33
2025-01-01,store_19,sku_899,4,18
2025-01-01,store_15,sku_657,7,27
2025-01-01,store_18,sku_1587,4,91
2025-01-01,store_3,sku_65,7,36
2025-01-01,store_37,sku_58,8,71
2025-01-01,store_38,sku_736,4,81
2025-01-01,store_39,sku_500,1,16
2025-01-01,store_44,sku_467,3,37
2025-01-01,store_42,sku_1639,8,76
2025-01-01,store_43,sku_1125,5,86
2025-01-01,store_18,sku_26,4,50
2025-01-01,store_34,sku_1905,6,30
2025-01-01,store_42,sku_651,2,33
2025-01-01,store_3,sku_1725,3,72
2025-01-01,store_44,sku_1599,1,63
2025-01-01,store_30,sku_1275,6,31
2025-01-01,store_8,sku_742,8,36
2025-01-01,store_49,sku_26,6,53
2025-01-01,store_40,sku_95,6,73
2025-01-01,store_44,sku_1931,7,55
2025-01-01,store_44,sku_1748,5,14
2025-01-01,store_7,sku_1752,8,36
2025-01-01,store_33,sku_1686,9,31
2025-01-01,store_34,sku_1162,5,84
2025-01-01,store_34,sku_372,3,34
2025-01-01,store_43,sku_67,6,59
2025-01-01,store_28,sku_1444,0,40
2025-01-01,store_37,sku_751,7,39
2025-01-01,store_46,sku_228,3,30
2025-01-01,store_18,sku_1843,5,7
2025-01-01,store_4,sku_661,3,98
2025-01-01,store_18,sku_1865,5,27
2025-01-01,store_8,sku_1196,0,18
2025-01-01,store_27,sku_1231,9,31
2025-01-01,store_10,sku_993,4,78
2025-01-01,store_10,sku_221,5,80
2025-01-01,store_0,sku_31,4,80
2025-01-01,store_0,sku_1615,5,69
2025-01-01,store_10,sku_90,0,81
2025-01-01,store_38,sku_528,5,34
2025-01-01,store_8,sku_1734,6,70
2025-01-01,store_3,sku_1660,6,23
2025-01-01,store_16,sku_1603,5,40
2025-01-01,store_28,sku_961,3,53
2025-01-01,store_1,sku_326,0,26
2025-01-01,store_44,sku_349,4,97
2025-01-01,store_48,sku_1713,4,61
2025-01-01,store_5,sku_1234,7,50
2025-01-01,store_48,sku_982,1,69
2025-01-01,store_22,sku_1403,5,29
2025-01-01,store_22,sku_1924,11,68
2025-01-01,store_12,sku_1048,8,20
2025-01-01,store_43,sku_1949,7,5
2025-01-01,store_43,sku_181,8,49
2025-01-01,store_17,sku_125,0,65
2025-01-01,store_23,sku_1636,12,10
2025-01-01,store_3,sku_804,8,90
2025-01-01,store_25,sku_1386,6,97
2025-01-01,store_12,sku_1157,4,66
2025-01-01,store_41,sku_1059,0,36
2025-01-01,store_45,sku_1784,6,33
2025-01-01,store_23,sku_537,5,31
2025-01-01,store_46,sku_1251,1,31
2025-01-01,store_45,sku_954,1,86
2025-01-01,store_40,sku_819,4,20
2025-01-01,store_28,sku_278,3,41
2025-01-01,store_3,sku_1899,2,90
2025-01-01,store_42,sku_374,7,38
2025-01-01,store_7,sku_21,3,24
2025-01-01,store_37,sku_86,7,5
2025-01-01,store_20,sku_683,6,25
2025-01-01,store_5,sku_1930,0,85
2025-01-01,store_29,sku_40,5,70
2025-01-01,store_30,sku_28,5,22
2025-01-01,store_33,sku_701,6,19
2025-01-01,store_31,sku_678,6,38
2025-01-01,store_25,sku_1107,9,82
2025-01-01,store_24,sku_456,2,90
2025-01-01,store_46,sku_1472,4,9
2025-01-01,store_19,sku_505,5,78
2025-01-01,store_34,sku_1280,7,9
2025-01-01,store_5,sku_296,4,75
2025-01-01,store_47,sku_1205,4,82
2025-01-01,store_28,sku_1001,4,77
2025-01-01,store_41,sku_631,6,81
2025-01-01,store_35,sku_11,6,69
2025-01-01,store_4,sku_738,4,14
2025-01-01,store_32,sku_426,8,80
2025-01-01,store_6,sku_789,3,62
2025-01-01,store_33,sku_250,5,99
2025-01-01,store_15,sku_816,6,70
2025-01-01,store_16,sku_1366,5,68
2025-01-01,store_17,sku_858,0,70
2025-01-01,store_15,sku_104,5,47
2025-01-01,store_12,sku_1660,4,68
2025-01-01,store_49,sku_803,4,39
2025-01-01,store_23,sku_1285,9,58
2025-01-01,store_43,sku_1770,4,73
2025-01-01,store_33,sku_16,2,90
2025-01-01,store_22,sku_825,8,51
2025-01-01,store_42,sku_1586,7,9
2025-01-01,store_15,sku_700,7,37
2025-01-01,store_2,sku_1334,6,7
2025-01-01,store_43,sku_1312,2,92
2025-01-01,store_35,sku_369,2,71
2025-01-01,store_33,sku_666,5,58
2025-01-01,store_1,sku_271,4,66
2025-01-01,store_10,sku_1905,30,42
2025-01-01,store_22,sku_353,7,69
2025-01-01,store_45,sku_462,5,51
2025-01-01,store_29,sku_1222,5,76
2025-01-01,store_40,sku_1396,5,9
2025-01-01,store_36,sku_1939,0,59
2025-01-01,store_3,sku_715,8,84
2025-01-01,store_9,sku_669,8,26
2025-01-01,store_18,sku_285,6,49
2025-01-01,store_36,sku_443,2,8
2025-01-01,store_22,sku_300,3,51
2025-01-01,store_18,sku_239,1,34
2025-01-01,store_15,sku_571,9,74
2025-01-01,store_41,sku_516,9,9
2025-01-01,store_28,sku_5,5,60
2025-01-01,store_32,sku_1523,5,62
2025-01-01,store_48,sku_122,3,99
2025-01-01,store_46,sku_1225,3,34
2025-01-01,store_9,sku_1559,6,9
2025-01-01,store_49,sku_282,3,40
2025-01-01,store_39,sku_942,8,33
2025-01-01,store_17,sku_590,7,17
2025-01-01,store_49,sku_200,5,26
2025-01-01,store_45,sku_1066,5,66
2025-01-01,store_9,sku_1506,6,66
2025-01-01,store_12,sku_412,3,64
